Player,Year,School,G,YPG,TDPG,Team Yards,Team TDs,DR,MSY,MSTD,Type
CeeDee Lamb,2017,Oklahoma,13,62.08,0.54,361.8,3.4,16.52,17.16,15.88,Receiving
Marcus Simms,2017,West Virginia,12,55.25,0.42,309.3,2.8,16.43,17.86,15,Receiving
Seth Dawkins,2017,Louisville,12,53.5,0.33,299.8,2.2,16.42,17.85,15,Receiving
Isaiah Hodgins,2017,Oregon State,11,25,0.18,196.3,0.9,16.37,12.74,20,Receiving
Christian Booker,2017,Arkansas State,9,40.33,0.67,342.2,3.2,16.36,11.79,20.94,Receiving
Andrew Meyer,2017,Ohio,12,40.25,0.17,188.5,1.5,16.34,21.35,11.33,Receiving
Michael Lawrence,2017,North Texas,14,58.5,0.29,291.9,2.3,16.32,20.04,12.61,Receiving
Datrin Guyton,2017,Bowling Green State,11,53.18,0.18,235,1.8,16.31,22.63,10,Receiving
Travis Fulgham,2017,Old Dominion,11,35.82,0.09,168.4,0.8,16.26,21.27,11.25,Receiving
Ravian Pierce,2017,Syracuse,10,26.3,0.4,294.8,1.7,16.23,8.92,23.53,Receiving
Chase Claypool,2017,Notre Dame,11,36.55,0.18,178.9,1.5,16.22,20.43,12,Receiving
MeCole Hardman,2017,Georgia,15,27.87,0.27,176.9,1.6,16.21,15.75,16.67,Receiving
Jordan Villamin,2017,Oregon State,9,39.56,0.11,196.3,0.9,16.19,20.15,12.22,Receiving
Desmon White,2017,Texas Christian,13,32.54,0.38,245.1,2,16.14,13.28,19,Receiving
Lucky Jackson,2017,Western Kentucky,10,60,0.3,335,2.1,16.1,17.91,14.29,Receiving
Thomas Geddis,2017,Cincinnati,11,35.27,0.27,216.4,1.7,16.09,16.3,15.88,Receiving
Chris Davis,2017,New Mexico,11,23.82,0.09,124.1,0.7,16.03,19.19,12.86,Receiving
Devin Ross,2017,Colorado,10,50.8,0.2,260.4,1.6,16,19.51,12.5,Receiving
Devin Gray,2017,Cincinnati,12,37,0.25,216.4,1.7,15.9,17.1,14.71,Receiving
Johnathon Johnson,2017,Missouri,13,55.69,0.46,308.6,3.4,15.79,18.05,13.53,Receiving
Tyler Watts,2017,Texas State,10,33.2,0.2,205.7,1.3,15.76,16.14,15.38,Receiving
Scotty Washington,2017,Wake Forest,12,59.25,0.25,276.8,2.5,15.7,21.41,10,Receiving
Ryan Nall,2017,Oregon State,11,21.82,0.18,196.3,0.9,15.56,11.12,20,Receiving
A.J. Coney,2017,Akron,14,39.36,0.21,210.6,1.7,15.52,18.69,12.35,Receiving
Jackson Anthrop,2017,Purdue,13,32.54,0.38,251.5,2.1,15.52,12.94,18.1,Receiving
Nacarius Fant,2017,Western Kentucky,13,54.15,0.31,335,2.1,15.46,16.16,14.76,Receiving
Aaron McLean,2017,Connecticut,10,47.2,0.2,269.2,1.5,15.43,17.53,13.33,Receiving
Hayden Hurst,2017,South Carolina,13,43,0.15,214.9,1.4,15.36,20.01,10.71,Receiving
K.J. Osborn,2017,Buffalo,12,41.08,0.33,290.8,2,15.31,14.13,16.5,Receiving
Jimmy Williams,2017,East Carolina,9,49.67,0.33,317.9,2.2,15.31,15.62,15,Receiving
Dillon Stoner,2017,Oklahoma State,12,48,0.5,389.2,2.8,15.1,12.33,17.86,Receiving
Gary Jennings,2017,West Virginia,13,84.31,0.08,309.3,2.8,15.06,27.26,2.86,Receiving
Sam Martin,2017,Miami (OH),10,35.9,0.3,237.7,2,15.05,15.1,15,Receiving
Kamathi Holsey,2017,Buffalo,8,68.5,0.13,290.8,2,15.03,23.56,6.5,Receiving
Henry Ruggs III,2017,Alabama,14,16.36,0.43,193.4,2,14.94,8.46,21.43,Receiving
Justin McInnis,2017,Arkansas State,12,66.67,0.33,342.2,3.2,14.9,19.48,10.31,Receiving
Pharoah McKever,2017,Florida International,11,27.36,0.27,233.2,1.5,14.87,11.73,18,Receiving
Tevaris McCormick,2017,Troy,12,35.08,0.25,269.6,1.5,14.84,13.01,16.67,Receiving
T.J. Vasher,2017,Texas Tech,13,41.92,0.46,333.7,2.7,14.83,12.56,17.09,Receiving
Jacob Sannon,2017,Idaho,11,55.27,0.09,224.9,1.8,14.79,24.58,5,Receiving
John Diarse,2017,Texas Christian,13,44.23,0.23,245.1,2,14.77,18.05,11.5,Receiving
Terry McLaurin,2017,Ohio State,13,33.54,0.46,262.8,2.8,14.6,12.76,16.43,Receiving
Deondre Farrier,2017,East Carolina,7,30.14,0.43,317.9,2.2,14.51,9.48,19.55,Receiving
Chad Beebe,2017,Northern Illinois,9,46.33,0.11,199.9,1.9,14.48,23.18,5.79,Receiving
Jalen McCleskey,2017,Oklahoma State,12,53.75,0.42,389.2,2.8,14.41,13.81,15,Receiving
Davontavean Martin,2017,Washington State,11,33.27,0.55,366.8,2.8,14.36,9.07,19.64,Receiving
Omar Bayless,2017,Arkansas State,11,38.91,0.55,342.2,3.2,14.28,11.37,17.19,Receiving
Charles Nelson,2017,Oregon,10,40.4,0.1,189.9,1.4,14.21,21.27,7.14,Receiving
Quay Johnson,2017,East Carolina,10,46.4,0.3,317.9,2.2,14.12,14.6,13.64,Receiving
OrTre Smith,2017,South Carolina,13,25.08,0.23,214.9,1.4,14.08,11.67,16.48,Receiving
Darrell Stewart Jr.,2017,Michigan State,13,38.54,0.15,215.2,1.5,13.95,17.91,10,Receiving
Jay MacIntyre,2017,Colorado,10,39.6,0.2,260.4,1.6,13.85,15.21,12.5,Receiving
Flynn Nagel,2017,Northwestern,13,37.62,0.15,233.8,1.3,13.81,16.09,11.54,Receiving
Isaiah Johnson-Mack,2017,Washington State,12,46.25,0.42,366.8,2.8,13.8,12.61,15,Receiving
Brady Jones,2017,UTSA,11,29.55,0.18,202.8,1.4,13.71,14.57,12.86,Receiving
Justin Holmes,2017,San Jose State,11,24.55,0.18,198,1.2,13.7,12.4,15,Receiving
Binjimen Victor,2017,Ohio State,14,24.93,0.5,262.8,2.8,13.67,9.49,17.86,Receiving
Ky'Jon Tyler,2017,Coastal Carolina,11,28.45,0.18,189.1,1.5,13.52,15.04,12,Receiving
Collin Lisa,2017,UAB,12,36.58,0.08,180.5,1.2,13.47,20.27,6.67,Receiving
Whop Philyor,2017,Indiana,10,33.5,0.3,265.7,2.1,13.45,12.61,14.29,Receiving
Bryce Wolma,2017,Arizona,10,24.1,0.2,180.2,1.5,13.35,13.37,13.33,Receiving
A.J. Richardson,2017,Boise State,11,44.91,0.18,262.6,1.9,13.29,17.1,9.47,Receiving
Luke Timian,2017,Indiana,12,49.08,0.17,265.7,2.1,13.28,18.47,8.1,Receiving
Jordan Akins,2017,UCF,11,46.82,0.36,331.8,2.9,13.26,14.11,12.41,Receiving
Tavin Richardson,2017,Kentucky,12,30.92,0.08,188.2,0.8,13.21,16.43,10,Receiving
Trenton Irwin,2017,Stanford,14,32.93,0.14,186.3,1.6,13.21,17.68,8.75,Receiving
Shane Tucker,2017,Middle Tennessee State,10,38.1,0.2,251.1,1.8,13.14,15.17,11.11,Receiving
Theo Howard,2017,UCLA,13,45.69,0.31,344.5,2.4,13.09,13.26,12.92,Receiving
D.J. Brown,2017,Northern Illinois,13,28.08,0.23,199.9,1.9,13.08,14.05,12.11,Receiving
Eric Kumah,2017,Virginia Tech,10,32.4,0.2,239.5,1.6,13.01,13.53,12.5,Receiving
Quin Jernighan,2017,Western Kentucky,10,39.3,0.3,335,2.1,13.01,11.73,14.29,Receiving
Saquon Barkley,2017,Penn State,13,48.62,0.23,290.2,2.5,12.98,16.75,9.2,Receiving
OJ Clark,2017,New Mexico State,11,45.45,0.27,340.2,2.2,12.82,13.36,12.27,Receiving
Evan Fairs,2017,Kansas,9,37.22,0.11,226.4,1.2,12.8,16.44,9.17,Receiving
Gabriel Davis,2017,UCF,10,39.1,0.4,331.8,2.9,12.79,11.78,13.79,Receiving
D'Erig King,2017,Houston,10,26.4,0.2,261.3,1.3,12.74,10.1,15.38,Receiving
Brycen Hopkins,2017,Purdue,11,31.73,0.27,251.5,2.1,12.74,12.62,12.86,Receiving
Jalen Harvey,2017,Arizona State,11,50.73,0.09,255.7,1.6,12.73,19.84,5.63,Receiving
Riley Miller,2017,Ball State,11,27.27,0.09,177.2,0.9,12.69,15.39,10,Receiving
Tre Walker,2017,San Jose State,9,32,0.11,198,1.2,12.66,16.16,9.17,Receiving
Parris Campbell,2017,Ohio State,13,44.92,0.23,262.8,2.8,12.65,17.09,8.21,Receiving
Cameron Batson,2017,Texas Tech,13,37.46,0.38,333.7,2.7,12.65,11.23,14.07,Receiving
Ronnie Turner Jr.,2017,UAB,9,29.11,0.11,180.5,1.2,12.65,16.13,9.17,Receiving
Akrum Wadley,2017,Iowa,13,27.15,0.23,189.8,2.1,12.63,14.3,10.95,Receiving
Tyler Hoppes,2017,Nebraska,12,31.42,0.25,277.5,1.8,12.61,11.32,13.89,Receiving
Jonathan Ward,2017,Central Michigan,13,36.15,0.23,255.7,2.1,12.55,14.14,10.95,Receiving
Isaiah Harper,2017,Old Dominion,11,42,0,168.4,0.8,12.47,24.94,0,Receiving
Pooh Stricklin,2017,Baylor,8,51.75,0.13,287.7,1.9,12.41,17.99,6.84,Receiving
Olabisi Johnson,2017,Colorado State,12,49.58,0.17,292.6,2.2,12.34,16.94,7.73,Receiving
Qadree Ollison,2017,Pitt,12,16.17,0.17,217.7,1,12.21,7.43,17,Receiving
Tra'Von Chapman,2017,Akron,14,33.93,0.14,210.6,1.7,12.17,16.11,8.24,Receiving
Macan Wilson,2017,Northwestern,11,40.55,0.09,233.8,1.3,12.13,17.34,6.92,Receiving
Patrick Smith,2017,Middle Tennessee State,10,32.9,0.2,251.1,1.8,12.11,13.1,11.11,Receiving
Jamal Morrow,2017,Washington State,13,38.92,0.38,366.8,2.8,12.09,10.61,13.57,Receiving
Tee Higgins,2017,Clemson,13,26.54,0.15,235.5,1.2,12.04,11.27,12.82,Receiving
Hunter Bryant,2017,Washington,9,36.78,0.11,222.2,1.5,11.98,16.55,7.41,Receiving
Jared Murphy,2017,Miami (OH),12,35.83,0.17,237.7,2,11.79,15.07,8.5,Receiving
Josh Oliver,2017,San Jose State,10,29.6,0.1,198,1.2,11.64,14.95,8.33,Receiving
Devonta Smith,2017,Alabama,10,16,0.3,193.4,2,11.64,8.27,15,Receiving
Jessie Britt,2017,Massachusetts,12,35.17,0.25,297.5,2.2,11.59,11.82,11.36,Receiving
Phil Mayhue,2017,Memphis,11,47.36,0.27,335,3,11.57,14.14,9,Receiving
Dax Raymond,2017,Utah State,12,38,0.08,226,1.3,11.48,16.81,6.15,Receiving
Miles Boykin,2017,Notre Dame,12,21.08,0.17,178.9,1.5,11.45,11.78,11.11,Receiving
Matt Vandeberg,2017,Iowa,13,29.54,0.15,189.8,2.1,11.35,15.56,7.14,Receiving
Tony Pollard,2017,Memphis,13,41.23,0.31,335,3,11.32,12.31,10.33,Receiving
Jordan Nathan,2017,Utah State,13,24.92,0.15,226,1.3,11.28,11.03,11.54,Receiving
Kamrin Solomon,2017,Florida Atlantic,11,35.27,0.09,213.1,1.5,11.28,16.55,6,Receiving
K.J. Hill,2017,Ohio State,14,39.21,0.21,262.8,2.8,11.21,14.92,7.5,Receiving
Gregory Phillips,2017,Purdue,12,35.33,0.17,251.5,2.1,11.07,14.05,8.1,Receiving
Ben Johnson,2017,Kansas,11,33,0.09,226.4,1.2,11.04,14.58,7.5,Receiving
Da'Mari Scott,2017,Fresno State,14,40.43,0.07,237.9,1.4,11,16.99,5,Receiving
Sadiq Palmer,2017,Massachusetts,10,51.8,0.1,297.5,2.2,10.98,17.41,4.55,Receiving
Charles Standberry,2017,Louisville,13,23.54,0.31,299.8,2.2,10.97,7.85,14.09,Receiving
Michael Pittman,2017,USC,11,36.73,0.18,299,1.9,10.93,12.28,9.57,Receiving
Juwan Johnson,2017,Penn State,13,53.92,0.08,290.2,2.5,10.83,18.58,3.08,Receiving
Chris Taylor,2017,Duke,11,30.18,0.09,213.4,1.2,10.82,14.14,7.5,Receiving
Colby Parkinson,2017,Stanford,14,6.93,0.29,186.3,1.6,10.79,3.72,17.86,Receiving
Lil'Jordan Humphrey,2017,Texas,11,39.18,0.09,258.8,1.4,10.78,15.14,6.43,Receiving
Marcus Baugh,2017,Ohio State,14,21.71,0.36,262.8,2.8,10.56,8.26,12.86,Receiving
Ray-Ray McCloud,2017,Clemson,14,35.93,0.07,235.5,1.2,10.55,15.26,5.83,Receiving
Ammon Barker,2017,Hawaii,11,36.18,0.09,234.5,1.6,10.53,15.43,5.63,Receiving
Ito Smith,2017,Southern Mississippi,13,30.46,0.15,240.1,1.8,10.51,12.69,8.33,Receiving
Mathew Sexton,2017,Eastern Michigan,12,29.75,0.17,257.3,1.8,10.5,11.56,9.44,Receiving
Johnathan Lloyd,2017,Duke,12,30.58,0.08,213.4,1.2,10.5,14.33,6.67,Receiving
DeAndre Thompkins,2017,Penn State,13,34.08,0.23,290.2,2.5,10.47,11.74,9.2,Receiving
Eric Cooper,2017,Central Michigan,10,28.5,0.2,255.7,2.1,10.33,11.15,9.52,Receiving
Larry Rose III,2017,New Mexico State,12,43.5,0.17,340.2,2.2,10.26,12.79,7.73,Receiving
Sean Modster,2017,Boise State,14,23.93,0.21,262.6,1.9,10.08,9.11,11.05,Receiving
Warren Jackson,2017,Colorado State,9,29.44,0.22,292.6,2.2,10.08,10.06,10.1,Receiving
Aaron Fuller,2017,Washington,10,29.1,0.1,222.2,1.5,9.88,13.1,6.67,Receiving
Jeff Thomas,2017,Miami (FL),13,28.77,0.15,242.5,2,9.78,11.86,7.69,Receiving
Troy McCormick,2017,Utah,11,16.64,0.18,249.4,1.4,9.76,6.67,12.86,Receiving
Renard Bell,2017,Washington State,13,41.38,0.23,366.8,2.8,9.75,11.28,8.21,Receiving
Evan Butts,2017,Virginia,11,24.18,0.18,248.7,1.9,9.6,9.72,9.47,Receiving
Samson Nacua,2017,Utah,10,29.4,0.1,249.4,1.4,9.47,11.79,7.14,Receiving
Kenny Young,2017,Miami (OH),11,23.55,0.18,237.7,2,9.45,9.91,9,Receiving
Anthony Muse,2017,New Mexico State,12,37.42,0.17,340.2,2.2,9.36,11,7.73,Receiving
Malik Turner,2017,Illinois,10,32.6,0,174.8,0.7,9.32,18.65,0,Receiving
Kendrick Edwards,2017,Arkansas State,12,36.17,0.25,342.2,3.2,9.19,10.57,7.81,Receiving
Austin Mack,2017,Ohio State,11,31.18,0.18,262.8,2.8,9.18,11.87,6.49,Receiving
James Williams,2017,Washington State,13,37.08,0.23,366.8,2.8,9.16,10.11,8.21,Receiving
Drake Davis,2017,LSU,12,11.17,0.17,203.5,1.3,9.15,5.49,12.82,Receiving
Van Jefferson,2017,Ole Miss,10,45.6,0.1,328.4,2.3,9.12,13.89,4.35,Receiving
Keyion Dixon,2017,Connecticut,11,32.73,0.09,269.2,1.5,9.08,12.16,6,Receiving
Johnathan Boone,2017,New Mexico State,9,44.33,0.11,340.2,2.2,9.02,13.03,5,Receiving
Glenn Smith,2017,Georgia State,12,31.42,0.08,270.7,1.3,8.88,11.61,6.15,Receiving
Otis Anderson,2017,UCF,12,29.25,0.25,331.8,2.9,8.72,8.82,8.62,Receiving
Jaelon Darden,2017,North Texas,13,21.62,0.23,291.9,2.3,8.7,7.41,10,Receiving
Jordan Cunningham,2017,North Carolina,11,27.91,0.09,225.3,1.8,8.69,12.39,5,Receiving
Trever Ryen,2017,Iowa State,13,36.08,0.08,272.9,2.1,8.52,13.22,3.81,Receiving
Patrick Laird,2017,California,11,29.27,0.09,258.9,1.6,8.47,11.31,5.63,Receiving
Jerry Jeudy,2017,Alabama,14,18.86,0.14,193.4,2,8.45,9.75,7.14,Receiving
Tyler Cogswell,2017,Cincinnati,11,13.55,0.18,216.4,1.7,8.42,6.26,10.59,Receiving
Stephen Sullivan,2017,LSU,11,19.91,0.09,203.5,1.3,8.39,9.78,6.99,Receiving
Demari Simpkins,2017,Utah,13,27.23,0.08,249.4,1.4,8.32,10.92,5.71,Receiving
Jason Huntley,2017,New Mexico State,12,30.25,0.17,340.2,2.2,8.31,8.89,7.73,Receiving
Tony Gaiter IV,2017,Florida International,12,26.17,0.08,233.2,1.5,8.28,11.22,5.33,Receiving
Kyle Sweet,2017,Washington State,13,41,0.15,366.8,2.8,8.27,11.18,5.36,Receiving
Darren Woods Jr,2017,UNLV,12,30.5,0,186.9,0.8,8.16,16.32,0,Receiving
CJ Windham,2017,Middle Tennessee State,12,29.25,0.08,251.1,1.8,8.05,11.65,4.44,Receiving
Alize Mack,2017,Notre Dame,10,16.6,0.1,178.9,1.5,7.97,9.28,6.67,Receiving
Quayvon Skanes,2017,Connecticut,12,27.92,0.08,269.2,1.5,7.85,10.37,5.33,Receiving
John Kelly,2017,Tennessee,11,27.18,0,173.7,0.9,7.82,15.65,0,Receiving
Marcus Armstrong-Brown,2017,Hawaii,9,20.44,0.11,234.5,1.6,7.8,8.72,6.88,Receiving
Conner Cramer,2017,New Mexico State,11,25.18,0.18,340.2,2.2,7.79,7.4,8.18,Receiving
Marquis Young,2017,Massachusetts,12,23.33,0.17,297.5,2.2,7.78,7.84,7.73,Receiving
KaVontae Turpin,2017,Texas Christian,14,28.14,0.07,245.1,2,7.49,11.48,3.5,Receiving
Greg Campbell Jr.,2017,UTSA,10,30,0,202.8,1.4,7.4,14.79,0,Receiving
Jamire Calvin,2017,Washington State,13,23.08,0.23,366.8,2.8,7.25,6.29,8.21,Receiving
Keith Gavin,2017,Florida State,10,27.8,0,196.2,1.6,7.08,14.17,0,Receiving
Emanuel Thompson,2017,Troy,11,38.18,0,269.6,1.5,7.08,14.16,0,Receiving
Mike Boone,2017,Cincinnati,10,17.7,0.1,216.4,1.7,7.03,8.18,5.88,Receiving
Devin Butler,2017,Syracuse,12,27.25,0.08,294.8,1.7,6.97,9.24,4.71,Receiving
Kyle Hicks,2017,Texas Christian,12,24.25,0.08,245.1,2,6.95,9.89,4,Receiving
Jesse Jackson,2017,Mississippi State,12,23,0,166.9,1.3,6.89,13.78,0,Receiving
Terry Juniel,2017,UTEP,12,18.67,0,136.2,0.6,6.85,13.71,0,Receiving
Jeff Smith,2017,Boston College,13,22.77,0,166.3,1.2,6.85,13.69,0,Receiving
Tamir Jones,2017,Georgia State,11,36,0,270.7,1.3,6.65,13.3,0,Receiving
Phillip Lindsay,2017,Colorado,12,21.42,0.08,260.4,1.6,6.61,8.23,5,Receiving
Reggie Hemphill-Mapps,2017,Texas,12,33.5,0,258.8,1.4,6.47,12.94,0,Receiving
Isaac Nauta,2017,Georgia,15,7.6,0.13,176.9,1.6,6.31,4.3,8.33,Receiving
Gregory Hogan,2017,New Mexico State,10,27.2,0.1,340.2,2.2,6.27,8,4.55,Receiving
Xavier Lane,2017,Western Kentucky,8,42,0,335,2.1,6.27,12.54,0,Receiving
Lajuan Hunt,2017,Utah State,13,14.38,0.08,226,1.3,6.26,6.36,6.15,Receiving
Donovan Peoples Jones,2017,Michigan,13,21.31,0,171.2,0.7,6.22,12.45,0,Receiving
Dijon Paschal,2017,Arkansas State,10,31.5,0.1,342.2,3.2,6.17,9.21,3.13,Receiving
Dawson Knox,2017,Ole Miss,8,40.13,0,328.4,2.3,6.11,12.22,0,Receiving
Tyler Mabry,2017,Buffalo,11,22,0.09,290.8,2,6.03,7.57,4.5,Receiving
Talon Shumway,2017,Brigham Young,11,23.36,0,194.6,1,6,12,0,Receiving
John Leday,2017,Houston,11,12.82,0.09,261.3,1.3,5.91,4.91,6.92,Receiving
Dalyn Dawkins,2017,Colorado State,13,23.85,0.08,292.6,2.2,5.89,8.15,3.64,Receiving
Dezmon Patmon,2017,Washington State,9,42.11,0,366.8,2.8,5.74,11.48,0,Receiving
Alexander Mattison,2017,Boise State,14,20.29,0.07,262.6,1.9,5.71,7.73,3.68,Receiving
Maurice Ffrench,2017,Pitt,11,24.73,0,217.7,1,5.68,11.36,0,Receiving
Jaron Johnson,2017,Eastern Michigan,12,17.67,0.08,257.3,1.8,5.66,6.87,4.44,Receiving
Ventell Bryant,2017,Temple,10,28,0,251.8,1.6,5.56,11.12,0,Receiving
Terry Wright,2017,Purdue,10,27.4,0,251.5,2.1,5.45,10.89,0,Receiving
Tony Nicholson,2017,Baylor,11,31.27,0,287.7,1.9,5.43,10.87,0,Receiving
Keelan Ewaliko,2017,Hawaii,12,24.92,0,234.5,1.6,5.31,10.63,0,Receiving
Diocemy Saint Juste,2017,Hawaii,12,13.08,0.08,234.5,1.6,5.29,5.58,5,Receiving
David Hood,2017,Temple,13,13.23,0.08,251.8,1.6,5.13,5.25,5,Receiving
Connor Wedington,2017,Stanford,13,18.69,0,186.3,1.6,5.02,10.03,0,Receiving
Justin Stockton,2017,Texas Tech,11,21.36,0.09,333.7,2.7,4.87,6.4,3.33,Receiving
Jordan Wilkins,2017,Ole Miss,12,20.08,0.08,328.4,2.3,4.8,6.11,3.48,Receiving
Grant Calcaterra,2017,Oklahoma,14,11.57,0.21,361.8,3.4,4.75,3.2,6.3,Receiving
Justin Jackson,2017,Northwestern,13,21.23,0,233.8,1.3,4.54,9.08,0,Receiving
Tyraiq Beals,2017,Connecticut,11,24.18,0,269.2,1.5,4.49,8.98,0,Receiving
Andrew Celis,2017,Nevada,8,24.25,0,270.4,2.5,4.48,8.97,0,Receiving
Jordon Brown,2017,North Carolina,12,19.75,0,225.3,1.8,4.38,8.77,0,Receiving
David Montgomery,2017,Iowa State,13,22.77,0,272.9,2.1,4.17,8.34,0,Receiving
Eli Stove,2017,Auburn,14,18.93,0,233.4,1.5,4.06,8.11,0,Receiving
Deshaunte Jones,2017,Iowa State,13,21,0,272.9,2.1,3.85,7.7,0,Receiving
Jordan Chunn,2017,Troy,10,20.4,0,269.6,1.5,3.78,7.57,0,Receiving
Zack Moss,2017,Utah,13,18.69,0,249.4,1.4,3.75,7.49,0,Receiving
Kelvin Smith,2017,North Texas,13,20.31,0,291.9,2.3,3.48,6.96,0,Receiving
Adrian Killins,2017,UCF,13,13,0.08,331.8,2.9,3.34,3.92,2.76,Receiving
Justice Hill,2017,Oklahoma State,13,14.62,0.08,389.2,2.8,3.31,3.76,2.86,Receiving
Hussein Howe,2017,East Carolina,12,18.25,0,317.9,2.2,2.87,5.74,0,Receiving
JaMycal Hasty,2017,Baylor,8,13.13,0,287.7,1.9,2.28,4.56,0,Receiving
Nyheim Hines,2017,North Carolina State,13,11.69,0,275.1,1.3,2.12,4.25,0,Receiving
Devin Duvernay,2017,Texas,13,9.54,0,258.8,1.4,1.84,3.69,0,Receiving
A.J. Brown,2016,Mississippi,12,34.92,0.17,314.9,2.3,9.17,11.09,7.25,Receiving
Aaron Peck,2016,Fresno State,11,57.27,0.27,213.1,1.1,25.71,26.87,24.55,Receiving
Adam Breneman,2016,Massachusetts,12,67.33,0.67,256.7,2.3,27.68,26.23,29.13,Receiving
Adonis Jennings,2016,Temple,11,43.09,0.36,237.4,1.6,20.33,18.15,22.5,Receiving
Ahmmon Richards,2016,Miami (FL),13,71.85,0.23,274.2,2.1,18.58,26.2,10.95,Receiving
Ajalen Holley,2016,Louisiana-Monroe,12,25.83,0.08,192,1.3,9.8,13.45,6.15,Receiving
Akrum Wadley,2016,Iowa,13,24.23,0.23,153.2,1.3,16.75,15.82,17.69,Receiving
Al-Damion Riles,2016,Louisiana-Lafayette,13,56.08,0.15,178.2,0.9,24.07,31.47,16.67,Receiving
Alfonso Onunwor,2016,Idaho,13,31,0.08,249.2,1.5,8.89,12.44,5.33,Receiving
Allen Lazard,2016,Iowa State,12,84.83,0.58,258.8,1.8,32.5,32.78,32.22,Receiving
Allen Staggers,2016,Southern Mississippi,13,89,0.54,298.2,2,28.42,29.85,27,Receiving
Alvin Kamara,2016,Tennessee,11,35.64,0.36,238.5,2.2,15.65,14.94,16.36,Receiving
Amara Darboh,2016,Michigan,13,66.31,0.54,212,1.5,33.64,31.28,36,Receiving
Amba Etta-Tawo,2016,Syracuse,12,123.5,1.17,321.3,2,48.47,38.44,58.5,Receiving
Andre Patton,2016,Rutgers,10,46,0.5,138.3,0.9,44.41,33.26,55.56,Receiving
Andrew Celis,2016,Nevada,11,28.91,0,208.2,1.4,6.94,13.89,0,Receiving
Andrew Scanlan,2016,Northwestern,13,25.46,0,245.1,1.7,5.19,10.39,0,Receiving
Andy Isabella,2016,Massachusetts,12,66.75,0.58,256.7,2.3,25.61,26,25.22,Receiving
Anthony Miller,2016,Memphis,13,110.31,1.08,304.4,2.6,38.89,36.24,41.54,Receiving
Anthony Nash,2016,Duke,6,66.33,0.33,239.8,1.5,24.83,27.66,22,Receiving
Anthony Wales,2016,Western Kentucky,13,24.85,0.15,336.8,3,6.19,7.38,5,Receiving
Antoine Porter,2016,Eastern Michigan,11,44.64,0.36,296.1,1.9,17.01,15.08,18.95,Receiving
Antonio Callaway,2016,Florida,12,60.08,0.25,215.8,1.4,22.85,27.84,17.86,Receiving
Ardarius Stewart,2016,Alabama,12,69,0.58,208.3,1.7,33.62,33.13,34.12,Receiving
Aregeros Turner,2016,Northern Illinois,12,34.58,0.25,224.7,1.7,15.05,15.39,14.71,Receiving
Armanti Foreman,2016,Texas,10,42,0.3,252,1.8,16.67,16.67,16.67,Receiving
Artavis Scott,2016,Clemson,15,40.93,0.33,333.9,3,11.63,12.26,11,Receiving
Auden Tate,2016,Florida State,10,40.9,0.6,264.1,1.8,24.41,15.49,33.33,Receiving
Austin Carr,2016,Northwestern,13,95.92,0.92,245.1,1.7,46.63,39.14,54.12,Receiving
Austin Duke,2016,Charlotte,12,66.92,0.33,192.8,1.4,29.14,34.71,23.57,Receiving
Austin Proehl,2016,North Carolina,13,45.92,0.23,293.2,2.3,12.83,15.66,10,Receiving
Austin Wolf,2016,Akron,12,45.83,0.42,255.3,2.1,18.98,17.95,20,Receiving
B.J. Johnson,2016,Georgia Southern,11,54.55,0.27,155.7,1.1,29.79,35.04,24.55,Receiving
Bernard Davis,2016,Massachusetts,10,29.8,0.2,256.7,2.3,10.15,11.61,8.7,Receiving
Bilal Marshall,2016,Purdue,12,39.75,0.25,294.9,2.1,12.69,13.48,11.9,Receiving
Blake Lynch,2016,Baylor,11,36.73,0.27,280.9,2.5,11.94,13.08,10.8,Receiving
Blake Mack,2016,Arkansas State,11,59.27,0.27,242.2,1.6,20.67,24.47,16.88,Receiving
Bra'Lon Cherry,2016,North Carolina State,13,33,0.23,259.8,1.5,14.02,12.7,15.33,Receiving
Brady Jones,2016,Texas-San Antonio,11,29.27,0.27,213.6,2,13.6,13.7,13.5,Receiving
Brandon Powell,2016,Florida,13,29.77,0.15,215.8,1.4,12.25,13.8,10.71,Receiving
Brisly Estime,2016,Syracuse,12,43.17,0.25,321.3,2,12.97,13.44,12.5,Receiving
Bruce Natson,2016,Akron,12,69.75,0.83,255.3,2.1,33.42,27.32,39.52,Receiving
Bryan Edwards,2016,South Carolina,12,49.17,0.33,213.2,0.9,29.86,23.06,36.67,Receiving
Bryce Bobo,2016,Colorado,12,45.67,0.17,254.5,1.5,14.64,17.94,11.33,Receiving
Bucky Hodges,2016,Virginia Tech,14,49.36,0.5,261.9,2.2,20.79,18.85,22.73,Receiving
Bug Howard,2016,North Carolina,12,68.92,0.67,293.2,2.3,26.32,23.51,29.13,Receiving
Bug Rivera,2016,California,11,35.09,0.27,358.8,3.1,9.24,9.78,8.71,Receiving
Byron Pringle,2016,Kansas State,13,48.54,0.31,157,0.8,34.83,30.92,38.75,Receiving
C.J Sanders,2016,Notre Dame,12,24.42,0.17,254.3,2.3,8.5,9.6,7.39,Receiving
C.J. Duncan,2016,Vanderbilt,12,41.17,0,191.2,0.7,10.77,21.53,0,Receiving
Caleb Wilson,2016,UCLA,8,27.5,0,295.6,1.8,4.65,9.3,0,Receiving
